,RUL
10910,69
10911,68
10912,67
10913,66
10914,65
10915,64
10916,63
10917,62
10918,61
10919,60
10920,59
10921,58
10922,57
10923,56
10924,55
10925,54
10926,53
10927,52
10928,51
10929,50
10930,49
10931,48
10932,47
10933,46
10934,45
10935,44
10936,43
10937,42
10938,41
10939,40
10940,39
10941,38
10942,37
10943,36
10944,35
10945,34
10946,33
10947,32
10948,31
10949,30
10950,29
10951,28
10952,27
10953,26
10954,25
10955,24
10956,23
10957,22
10958,21
10959,20
10960,19
10961,18
10962,17
10963,16
10964,15
10965,14
10966,13
10967,12
10968,11
10969,10
10970,9
10971,8
10972,7
10973,6
10974,5
10975,4
10976,3
10977,2
10978,1
10979,0
10983,271
10984,270
10985,269
10986,268
10987,267
10988,266
10989,265
10990,264
10991,263
10992,262
10993,261
10994,260
10995,259
10996,258
10997,257
10998,256
10999,255
11000,254
11001,253
11002,252
11003,251
11004,250
11005,249
11006,248
11007,247
11008,246
11009,245
11010,244
11011,243
11012,242
11013,241
11014,240
11015,239
11016,238
11017,237
11018,236
11019,235
11020,234
11021,233
11022,232
11023,231
11024,230
11025,229
11026,228
11027,227
11028,226
11029,225
11030,224
11031,223
11032,222
11033,221
11034,220
11035,219
11036,218
11037,217
11038,216
11039,215
11040,214
11041,213
11042,212
11043,211
11044,210
11045,209
11046,208
11047,207
11048,206
11049,205
11050,204
11051,203
11052,202
11053,201
11054,200
11055,199
11056,198
11057,197
11058,196
11059,195
11060,194
11061,193
11062,192
11063,191
11064,190
11065,189
11066,188
11067,187
11068,186
11069,185
11070,184
11071,183
11072,182
11073,181
11074,180
11075,179
11076,178
11077,177
11078,176
11079,175
11080,174
11081,173
11082,172
11083,171
11084,170
11085,169
11086,168
11087,167
11088,166
11089,165
11090,164
11091,163
11092,162
11093,161
11094,160
11095,159
11096,158
11097,157
11098,156
11099,155
11100,154
11101,153
11102,152
11103,151
11104,150
11105,149
11106,148
11107,147
11108,146
11109,145
11110,144
11111,143
11112,142
11113,141
11114,140
11115,139
11116,138
11117,137
11118,136
11119,135
11120,134
11121,133
11122,132
11123,131
11124,130
11125,129
11126,128
11127,127
11128,126
11129,125
11130,124
11131,123
11132,122
11133,121
11134,120
11135,119
11136,118
11137,117
11138,116
11139,115
11140,114
11141,113
11142,112
11143,111
11144,110
11145,109
11146,108
11147,107
11148,106
11149,105
11150,104
11151,103
11152,102
11153,101
11154,100
11155,99
11156,98
11157,97
11158,96
11159,95
11160,94
11161,93
11162,92
11163,91
11164,90
11165,89
11166,88
11167,87
11168,86
11169,85
11170,84
11171,83
11172,82
11173,81
11174,80
11175,79
11176,78
11177,77
11178,76
11179,75
11180,74
11181,73
11182,72
11183,71
11184,70
11185,69
11186,68
11187,67
11188,66
11189,65
11190,64
11191,63
11192,62
11193,61
11194,60
11195,59
11196,58
11197,57
11198,56
11199,55
11200,54
11201,53
11202,52
11203,51
11204,50
11205,49
11206,48
11207,47
11208,46
11209,45
11210,44
11211,43
11212,42
11213,41
11214,40
11215,39
11216,38
11217,37
11218,36
11219,35
11220,34
11221,33
11222,32
11223,31
11224,30
11225,29
11226,28
11227,27
11228,26
11229,25
11230,24
11231,23
11232,22
11233,21
11234,20
11235,19
11236,18
11237,17
11238,16
11239,15
11240,14
11241,13
11242,12
11243,11
11244,10
11245,9
11246,8
11247,7
11248,6
11249,5
11250,4
11251,3
11252,2
11253,1
11254,0
11258,133
11259,132
11260,131
11261,130
11262,129
11263,128
11264,127
11265,126
11266,125
11267,124
11268,123
11269,122
11270,121
11271,120
11272,119
11273,118
11274,117
11275,116
11276,115
11277,114
11278,113
11279,112
11280,111
11281,110
11282,109
11283,108
11284,107
11285,106
11286,105
11287,104
11288,103
11289,102
11290,101
11291,100
11292,99
11293,98
11294,97
11295,96
11296,95
11297,94
11298,93
11299,92
11300,91
11301,90
11302,89
11303,88
11304,87
11305,86
11306,85
11307,84
11308,83
11309,82
11310,81
11311,80
11312,79
11313,78
11314,77
11315,76
11316,75
11317,74
11318,73
11319,72
11320,71
11321,70
11322,69
11323,68
11324,67
11325,66
11326,65
11327,64
11328,63
11329,62
11330,61
11331,60
11332,59
11333,58
11334,57
11335,56
11336,55
11337,54
11338,53
11339,52
11340,51
11341,50
11342,49
11343,48
11344,47
11345,46
11346,45
11347,44
11348,43
11349,42
11350,41
11351,40
11352,39
11353,38
11354,37
11355,36
11356,35
11357,34
11358,33
11359,32
11360,31
11361,30
11362,29
11363,28
11364,27
11365,26
11366,25
11367,24
11368,23
11369,22
11370,21
11371,20
11372,19
11373,18
11374,17
11375,16
11376,15
11377,14
11378,13
11379,12
11380,11
11381,10
11382,9
11383,8
11384,7
11385,6
11386,5
11387,4
11388,3
11389,2
11390,1
11391,0
11395,143
11396,142
11397,141
11398,140
11399,139
11400,138
11401,137
11402,136
11403,135
11404,134
11405,133
11406,132
11407,131
11408,130
11409,129
11410,128
11411,127
11412,126
11413,125
11414,124
11415,123
11416,122
11417,121
11418,120
11419,119
11420,118
11421,117
11422,116
11423,115
11424,114
11425,113
11426,112
11427,111
11428,110
11429,109
11430,108
11431,107
11432,106
11433,105
11434,104
11435,103
11436,102
11437,101
11438,100
11439,99
11440,98
11441,97
11442,96
11443,95
11444,94
11445,93
11446,92
11447,91
11448,90
11449,89
11450,88
11451,87
11452,86
11453,85
11454,84
11455,83
11456,82
11457,81
11458,80
11459,79
11460,78
11461,77
11462,76
11463,75
11464,74
11465,73
11466,72
11467,71
11468,70
11469,69
11470,68
11471,67
11472,66
11473,65
11474,64
11475,63
11476,62
11477,61
11478,60
11479,59
11480,58
11481,57
11482,56
11483,55
11484,54
11485,53
11486,52
11487,51
11488,50
11489,49
11490,48
11491,47
11492,46
11493,45
11494,44
11495,43
11496,42
11497,41
11498,40
11499,39
11500,38
11501,37
11502,36
11503,35
11504,34
11505,33
11506,32
11507,31
11508,30
11509,29
11510,28
11511,27
11512,26
11513,25
11514,24
11515,23
11516,22
11517,21
11518,20
11519,19
11520,18
11521,17
11522,16
11523,15
11524,14
11525,13
11526,12
11527,11
11528,10
11529,9
11530,8
11531,7
11532,6
11533,5
11534,4
11535,3
11536,2
11537,1
11538,0
11542,227
11543,226
11544,225
11545,224
11546,223
11547,222
11548,221
11549,220
11550,219
11551,218
11552,217
11553,216
11554,215
11555,214
11556,213
11557,212
11558,211
11559,210
11560,209
11561,208
11562,207
11563,206
11564,205
11565,204
11566,203
11567,202
11568,201
11569,200
11570,199
11571,198
11572,197
11573,196
11574,195
11575,194
11576,193
11577,192
11578,191
11579,190
11580,189
11581,188
11582,187
11583,186
11584,185
11585,184
11586,183
11587,182
11588,181
11589,180
11590,179
11591,178
11592,177
11593,176
11594,175
11595,174
11596,173
11597,172
11598,171
11599,170
11600,169
11601,168
11602,167
11603,166
11604,165
11605,164
11606,163
11607,162
11608,161
11609,160
11610,159
11611,158
11612,157
11613,156
11614,155
11615,154
11616,153
11617,152
11618,151
11619,150
11620,149
11621,148
11622,147
11623,146
11624,145
11625,144
11626,143
11627,142
11628,141
11629,140
11630,139
11631,138
11632,137
11633,136
11634,135
11635,134
11636,133
11637,132
11638,131
11639,130
11640,129
11641,128
11642,127
11643,126
11644,125
11645,124
11646,123
11647,122
11648,121
11649,120
11650,119
11651,118
11652,117
11653,116
11654,115
11655,114
11656,113
11657,112
11658,111
11659,110
11660,109
11661,108
11662,107
11663,106
11664,105
11665,104
11666,103
11667,102
11668,101
11669,100
11670,99
11671,98
11672,97
11673,96
11674,95
11675,94
11676,93
11677,92
11678,91
11679,90
11680,89
11681,88
11682,87
11683,86
11684,85
11685,84
11686,83
11687,82
11688,81
11689,80
11690,79
11691,78
11692,77
11693,76
11694,75
11695,74
11696,73
11697,72
11698,71
11699,70
11700,69
11701,68
11702,67
11703,66
11704,65
11705,64
11706,63
11707,62
11708,61
11709,60
11710,59
11711,58
11712,57
11713,56
11714,55
11715,54
11716,53
11717,52
11718,51
11719,50
11720,49
11721,48
11722,47
11723,46
11724,45
11725,44
11726,43
11727,42
11728,41
11729,40
11730,39
11731,38
11732,37
11733,36
11734,35
11735,34
11736,33
11737,32
11738,31
11739,30
11740,29
11741,28
11742,27
11743,26
11744,25
11745,24
11746,23
11747,22
11748,21
11749,20
11750,19
11751,18
11752,17
11753,16
11754,15
11755,14
11756,13
11757,12
11758,11
11759,10
11760,9
11761,8
11762,7
11763,6
11764,5
11765,4
11766,3
11767,2
11768,1
11769,0
11773,168
11774,167
11775,166
11776,165
11777,164
11778,163
11779,162
11780,161
11781,160
11782,159
11783,158
11784,157
11785,156
11786,155
11787,154
11788,153
11789,152
11790,151
11791,150
11792,149
11793,148
11794,147
11795,146
11796,145
11797,144
11798,143
11799,142
11800,141
11801,140
11802,139
11803,138
11804,137
11805,136
11806,135
11807,134
11808,133
11809,132
11810,131
11811,130
11812,129
11813,128
11814,127
11815,126
11816,125
11817,124
11818,123
11819,122
11820,121
11821,120
11822,119
11823,118
11824,117
11825,116
11826,115
11827,114
11828,113
11829,112
11830,111
11831,110
11832,109
11833,108
11834,107
11835,106
11836,105
11837,104
11838,103
11839,102
11840,101
11841,100
11842,99
11843,98
11844,97
11845,96
11846,95
11847,94
11848,93
11849,92
11850,91
11851,90
11852,89
11853,88
11854,87
11855,86
11856,85
11857,84
11858,83
11859,82
11860,81
11861,80
11862,79
11863,78
11864,77
11865,76
11866,75
11867,74
11868,73
11869,72
11870,71
11871,70
11872,69
11873,68
11874,67
11875,66
11876,65
11877,64
11878,63
11879,62
11880,61
11881,60
11882,59
11883,58
11884,57
11885,56
11886,55
11887,54
11888,53
11889,52
11890,51
11891,50
11892,49
11893,48
11894,47
11895,46
11896,45
11897,44
11898,43
11899,42
11900,41
11901,40
11902,39
11903,38
11904,37
11905,36
11906,35
11907,34
11908,33
11909,32
11910,31
11911,30
11912,29
11913,28
11914,27
11915,26
11916,25
11917,24
11918,23
11919,22
11920,21
11921,20
11922,19
11923,18
11924,17
11925,16
11926,15
11927,14
11928,13
11929,12
11930,11
11931,10
11932,9
11933,8
11934,7
11935,6
11936,5
11937,4
11938,3
11939,2
11940,1
11941,0
11945,181
11946,180
11947,179
11948,178
11949,177
11950,176
11951,175
11952,174
11953,173
11954,172
11955,171
11956,170
11957,169
11958,168
11959,167
11960,166
11961,165
11962,164
11963,163
11964,162
11965,161
11966,160
11967,159
11968,158
11969,157
11970,156
11971,155
11972,154
11973,153
11974,152
11975,151
11976,150
11977,149
11978,148
11979,147
11980,146
11981,145
11982,144
11983,143
11984,142
11985,141
11986,140
11987,139
11988,138
11989,137
11990,136
11991,135
11992,134
11993,133
11994,132
11995,131
11996,130
11997,129
11998,128
11999,127
12000,126
12001,125
12002,124
12003,123
12004,122
12005,121
12006,120
12007,119
12008,118
12009,117
12010,116
12011,115
12012,114
12013,113
12014,112
12015,111
12016,110
12017,109
12018,108
12019,107
12020,106
12021,105
12022,104
12023,103
12024,102
12025,101
12026,100
12027,99
12028,98
12029,97
12030,96
12031,95
12032,94
12033,93
12034,92
12035,91
12036,90
12037,89
12038,88
12039,87
12040,86
12041,85
12042,84
12043,83
12044,82
12045,81
12046,80
12047,79
12048,78
12049,77
12050,76
12051,75
12052,74
12053,73
12054,72
12055,71
12056,70
12057,69
12058,68
12059,67
12060,66
12061,65
12062,64
12063,63
12064,62
12065,61
12066,60
12067,59
12068,58
12069,57
12070,56
12071,55
12072,54
12073,53
12074,52
12075,51
12076,50
12077,49
12078,48
12079,47
12080,46
12081,45
12082,44
12083,43
12084,42
12085,41
12086,40
12087,39
12088,38
12089,37
12090,36
12091,35
12092,34
12093,33
12094,32
12095,31
12096,30
12097,29
12098,28
12099,27
12100,26
12101,25
12102,24
12103,23
12104,22
12105,21
12106,20
12107,19
12108,18
12109,17
12110,16
12111,15
12112,14
12113,13
12114,12
12115,11
12116,10
12117,9
12118,8
12119,7
12120,6
12121,5
12122,4
12123,3
12124,2
12125,1
12126,0
12130,176
12131,175
12132,174
12133,173
12134,172
12135,171
12136,170
12137,169
12138,168
12139,167
12140,166
12141,165
12142,164
12143,163
12144,162
12145,161
12146,160
12147,159
12148,158
12149,157
12150,156
12151,155
12152,154
12153,153
12154,152
12155,151
12156,150
12157,149
12158,148
12159,147
12160,146
12161,145
12162,144
12163,143
12164,142
12165,141
12166,140
12167,139
12168,138
12169,137
12170,136
12171,135
12172,134
12173,133
12174,132
12175,131
12176,130
12177,129
12178,128
12179,127
12180,126
12181,125
12182,124
12183,123
12184,122
12185,121
12186,120
12187,119
12188,118
12189,117
12190,116
12191,115
12192,114
12193,113
12194,112
12195,111
12196,110
12197,109
12198,108
12199,107
12200,106
12201,105
12202,104
12203,103
12204,102
12205,101
12206,100
12207,99
12208,98
12209,97
12210,96
12211,95
12212,94
12213,93
12214,92
12215,91
12216,90
12217,89
12218,88
12219,87
12220,86
12221,85
12222,84
12223,83
12224,82
12225,81
12226,80
12227,79
12228,78
12229,77
12230,76
12231,75
12232,74
12233,73
12234,72
12235,71
12236,70
12237,69
12238,68
12239,67
12240,66
12241,65
12242,64
12243,63
12244,62
12245,61
12246,60
12247,59
12248,58
12249,57
12250,56
12251,55
12252,54
12253,53
12254,52
12255,51
12256,50
12257,49
12258,48
12259,47
12260,46
12261,45
12262,44
12263,43
12264,42
12265,41
12266,40
12267,39
12268,38
12269,37
12270,36
12271,35
12272,34
12273,33
12274,32
12275,31
12276,30
12277,29
12278,28
12279,27
12280,26
12281,25
12282,24
12283,23
12284,22
12285,21
12286,20
12287,19
12288,18
12289,17
12290,16
12291,15
12292,14
12293,13
12294,12
12295,11
12296,10
12297,9
12298,8
12299,7
12300,6
12301,5
12302,4
12303,3
12304,2
12305,1
12306,0
12310,170
12311,169
12312,168
12313,167
12314,166
12315,165
12316,164
12317,163
12318,162
12319,161
12320,160
12321,159
12322,158
12323,157
12324,156
12325,155
12326,154
12327,153
12328,152
12329,151
12330,150
12331,149
12332,148
12333,147
12334,146
12335,145
12336,144
12337,143
12338,142
12339,141
12340,140
12341,139
12342,138
12343,137
12344,136
12345,135
12346,134
12347,133
12348,132
12349,131
12350,130
12351,129
12352,128
12353,127
12354,126
12355,125
12356,124
12357,123
12358,122
12359,121
12360,120
12361,119
12362,118
12363,117
12364,116
12365,115
12366,114
12367,113
12368,112
12369,111
12370,110
12371,109
12372,108
12373,107
12374,106
12375,105
12376,104
12377,103
12378,102
12379,101
12380,100
12381,99
12382,98
12383,97
12384,96
12385,95
12386,94
12387,93
12388,92
12389,91
12390,90
12391,89
12392,88
12393,87
12394,86
12395,85
12396,84
12397,83
12398,82
12399,81
12400,80
12401,79
12402,78
12403,77
12404,76
12405,75
12406,74
12407,73
12408,72
12409,71
12410,70
12411,69
12412,68
12413,67
12414,66
12415,65
12416,64
12417,63
12418,62
12419,61
12420,60
12421,59
12422,58
12423,57
12424,56
12425,55
12426,54
12427,53
12428,52
12429,51
12430,50
12431,49
12432,48
12433,47
12434,46
12435,45
12436,44
12437,43
12438,42
12439,41
12440,40
12441,39
12442,38
12443,37
12444,36
12445,35
12446,34
12447,33
12448,32
12449,31
12450,30
12451,29
12452,28
12453,27
12454,26
12455,25
12456,24
12457,23
12458,22
12459,21
12460,20
12461,19
12462,18
12463,17
12464,16
12465,15
12466,14
12467,13
12468,12
12469,11
12470,10
12471,9
12472,8
12473,7
12474,6
12475,5
12476,4
12477,3
12478,2
12479,1
12480,0
12484,279
12485,278
12486,277
12487,276
12488,275
12489,274
12490,273
12491,272
12492,271
12493,270
12494,269
12495,268
12496,267
12497,266
12498,265
12499,264
12500,263
12501,262
12502,261
12503,260
12504,259
12505,258
12506,257
12507,256
12508,255
12509,254
12510,253
12511,252
12512,251
12513,250
12514,249
12515,248
12516,247
12517,246
12518,245
12519,244
12520,243
12521,242
12522,241
12523,240
12524,239
12525,238
12526,237
12527,236
12528,235
12529,234
12530,233
12531,232
12532,231
12533,230
12534,229
12535,228
12536,227
12537,226
12538,225
12539,224
12540,223
12541,222
12542,221
12543,220
12544,219
12545,218
12546,217
12547,216
12548,215
12549,214
12550,213
12551,212
12552,211
12553,210
12554,209
12555,208
12556,207
12557,206
12558,205
12559,204
12560,203
12561,202
12562,201
12563,200
12564,199
12565,198
12566,197
12567,196
12568,195
12569,194
12570,193
12571,192
12572,191
12573,190
12574,189
12575,188
12576,187
12577,186
12578,185
12579,184
12580,183
12581,182
12582,181
12583,180
12584,179
12585,178
12586,177
12587,176
12588,175
12589,174
12590,173
12591,172
12592,171
12593,170
12594,169
12595,168
12596,167
12597,166
12598,165
12599,164
12600,163
12601,162
12602,161
12603,160
12604,159
12605,158
12606,157
12607,156
12608,155
12609,154
12610,153
12611,152
12612,151
12613,150
12614,149
12615,148
12616,147
12617,146
12618,145
12619,144
12620,143
12621,142
12622,141
12623,140
12624,139
12625,138
12626,137
12627,136
12628,135
12629,134
12630,133
12631,132
12632,131
12633,130
12634,129
12635,128
12636,127
12637,126
12638,125
12639,124
12640,123
12641,122
12642,121
12643,120
12644,119
12645,118
12646,117
12647,116
12648,115
12649,114
12650,113
12651,112
12652,111
12653,110
12654,109
12655,108
12656,107
12657,106
12658,105
12659,104
12660,103
12661,102
12662,101
12663,100
12664,99
12665,98
12666,97
12667,96
12668,95
12669,94
12670,93
12671,92
12672,91
12673,90
12674,89
12675,88
12676,87
12677,86
12678,85
12679,84
12680,83
12681,82
12682,81
12683,80
12684,79
12685,78
12686,77
12687,76
12688,75
12689,74
12690,73
12691,72
12692,71
12693,70
12694,69
12695,68
12696,67
12697,66
12698,65
12699,64
12700,63
12701,62
12702,61
12703,60
12704,59
12705,58
12706,57
12707,56
12708,55
12709,54
12710,53
12711,52
12712,51
12713,50
12714,49
12715,48
12716,47
12717,46
12718,45
12719,44
12720,43
12721,42
12722,41
12723,40
12724,39
12725,38
12726,37
12727,36
12728,35
12729,34
12730,33
12731,32
12732,31
12733,30
12734,29
12735,28
12736,27
12737,26
12738,25
12739,24
12740,23
12741,22
12742,21
12743,20
12744,19
12745,18
12746,17
12747,16
12748,15
12749,14
12750,13
12751,12
12752,11
12753,10
12754,9
12755,8
12756,7
12757,6
12758,5
12759,4
12760,3
12761,2
12762,1
12763,0
12767,149
12768,148
12769,147
12770,146
12771,145
12772,144
12773,143
12774,142
12775,141
12776,140
12777,139
12778,138
12779,137
12780,136
12781,135
12782,134
12783,133
12784,132
12785,131
12786,130
12787,129
12788,128
12789,127
12790,126
12791,125
12792,124
12793,123
12794,122
12795,121
12796,120
12797,119
12798,118
12799,117
12800,116
12801,115
12802,114
12803,113
12804,112
12805,111
12806,110
12807,109
12808,108
12809,107
12810,106
12811,105
12812,104
12813,103
12814,102
12815,101
12816,100
12817,99
12818,98
12819,97
12820,96
12821,95
12822,94
12823,93
12824,92
12825,91
12826,90
12827,89
12828,88
12829,87
12830,86
12831,85
12832,84
12833,83
12834,82
12835,81
12836,80
12837,79
12838,78
12839,77
12840,76
12841,75
12842,74
12843,73
12844,72
12845,71
12846,70
12847,69
12848,68
12849,67
12850,66
12851,65
12852,64
12853,63
12854,62
12855,61
12856,60
12857,59
12858,58
12859,57
12860,56
12861,55
12862,54
12863,53
12864,52
12865,51
12866,50
12867,49
12868,48
12869,47
12870,46
12871,45
12872,44
12873,43
12874,42
12875,41
12876,40
12877,39
12878,38
12879,37
12880,36
12881,35
12882,34
12883,33
12884,32
12885,31
12886,30
12887,29
12888,28
12889,27
12890,26
12891,25
12892,24
12893,23
12894,22
12895,21
12896,20
12897,19
12898,18
12899,17
12900,16
12901,15
12902,14
12903,13
12904,12
12905,11
12906,10
12907,9
12908,8
12909,7
12910,6
12911,5
12912,4
12913,3
12914,2
12915,1
12916,0
12920,198
12921,197
12922,196
12923,195
12924,194
12925,193
12926,192
12927,191
12928,190
12929,189
12930,188
12931,187
12932,186
12933,185
12934,184
12935,183
12936,182
12937,181
12938,180
12939,179
12940,178
12941,177
12942,176
12943,175
12944,174
12945,173
12946,172
12947,171
12948,170
12949,169
12950,168
12951,167
12952,166
12953,165
12954,164
12955,163
12956,162
12957,161
12958,160
12959,159
12960,158
12961,157
12962,156
12963,155
12964,154
12965,153
12966,152
12967,151
12968,150
12969,149
12970,148
12971,147
12972,146
12973,145
12974,144
12975,143
12976,142
12977,141
12978,140
12979,139
12980,138
12981,137
12982,136
12983,135
12984,134
12985,133
12986,132
12987,131
12988,130
12989,129
12990,128
12991,127
12992,126
12993,125
12994,124
12995,123
12996,122
12997,121
12998,120
12999,119
13000,118
13001,117
13002,116
13003,115
13004,114
13005,113
13006,112
13007,111
13008,110
13009,109
13010,108
13011,107
13012,106
13013,105
13014,104
13015,103
13016,102
13017,101
13018,100
13019,99
13020,98
13021,97
13022,96
13023,95
13024,94
13025,93
13026,92
13027,91
13028,90
13029,89
13030,88
13031,87
13032,86
13033,85
13034,84
13035,83
13036,82
13037,81
13038,80
13039,79
13040,78
13041,77
13042,76
13043,75
13044,74
13045,73
13046,72
13047,71
13048,70
13049,69
13050,68
13051,67
13052,66
13053,65
13054,64
13055,63
13056,62
13057,61
13058,60
13059,59
13060,58
13061,57
13062,56
13063,55
13064,54
13065,53
13066,52
13067,51
13068,50
13069,49
13070,48
13071,47
13072,46
13073,45
13074,44
13075,43
13076,42
13077,41
13078,40
13079,39
13080,38
13081,37
13082,36
13083,35
13084,34
13085,33
13086,32
13087,31
13088,30
13089,29
13090,28
13091,27
13092,26
13093,25
13094,24
13095,23
13096,22
13097,21
13098,20
13099,19
13100,18
13101,17
13102,16
13103,15
13104,14
13105,13
13106,12
13107,11
13108,10
13109,9
13110,8
13111,7
13112,6
13113,5
13114,4
13115,3
13116,2
13117,1
13118,0
13122,309
13123,308
13124,307
13125,306
13126,305
13127,304
13128,303
13129,302
13130,301
13131,300
13132,299
13133,298
13134,297
13135,296
13136,295
13137,294
13138,293
13139,292
13140,291
13141,290
13142,289
13143,288
13144,287
13145,286
13146,285
13147,284
13148,283
13149,282
13150,281
13151,280
13152,279
13153,278
13154,277
13155,276
13156,275
13157,274
13158,273
13159,272
13160,271
13161,270
13162,269
13163,268
13164,267
13165,266
13166,265
13167,264
13168,263
13169,262
13170,261
13171,260
13172,259
13173,258
13174,257
13175,256
13176,255
13177,254
13178,253
13179,252
13180,251
13181,250
13182,249
13183,248
13184,247
13185,246
13186,245
13187,244
13188,243
13189,242
13190,241
13191,240
13192,239
13193,238
13194,237
13195,236
13196,235
13197,234
13198,233
13199,232
13200,231
13201,230
13202,229
13203,228
13204,227
13205,226
13206,225
13207,224
13208,223
13209,222
13210,221
13211,220
13212,219
13213,218
13214,217
13215,216
13216,215
13217,214
13218,213
13219,212
13220,211
13221,210
13222,209
13223,208
13224,207
13225,206
13226,205
13227,204
13228,203
13229,202
13230,201
13231,200
13232,199
13233,198
13234,197
13235,196
13236,195
13237,194
13238,193
13239,192
13240,191
13241,190
13242,189
13243,188
13244,187
13245,186
13246,185
13247,184
13248,183
13249,182
13250,181
13251,180
13252,179
13253,178
13254,177
13255,176
13256,175
13257,174
13258,173
13259,172
13260,171
13261,170
13262,169
13263,168
13264,167
13265,166
13266,165
13267,164
13268,163
13269,162
13270,161
13271,160
13272,159
13273,158
13274,157
13275,156
13276,155
13277,154
13278,153
13279,152
13280,151
13281,150
13282,149
13283,148
13284,147
13285,146
13286,145
13287,144
13288,143
13289,142
13290,141
13291,140
13292,139
13293,138
13294,137
13295,136
13296,135
13297,134
13298,133
13299,132
13300,131
13301,130
13302,129
13303,128
13304,127
13305,126
13306,125
13307,124
13308,123
13309,122
13310,121
13311,120
13312,119
13313,118
13314,117
13315,116
13316,115
13317,114
13318,113
13319,112
13320,111
13321,110
13322,109
13323,108
13324,107
13325,106
13326,105
13327,104
13328,103
13329,102
13330,101
13331,100
13332,99
13333,98
13334,97
13335,96
13336,95
13337,94
13338,93
13339,92
13340,91
13341,90
13342,89
13343,88
13344,87
13345,86
13346,85
13347,84
13348,83
13349,82
13350,81
13351,80
13352,79
13353,78
13354,77
13355,76
13356,75
13357,74
13358,73
13359,72
13360,71
13361,70
13362,69
13363,68
13364,67
13365,66
13366,65
13367,64
13368,63
13369,62
13370,61
13371,60
13372,59
13373,58
13374,57
13375,56
13376,55
13377,54
13378,53
13379,52
13380,51
13381,50
13382,49
13383,48
13384,47
13385,46
13386,45
13387,44
13388,43
13389,42
13390,41
13391,40
13392,39
13393,38
13394,37
13395,36
13396,35
13397,34
13398,33
13399,32
13400,31
13401,30
13402,29
13403,28
13404,27
13405,26
13406,25
13407,24
13408,23
13409,22
13410,21
13411,20
13412,19
13413,18
13414,17
13415,16
13416,15
13417,14
13418,13
13419,12
13420,11
13421,10
13422,9
13423,8
13424,7
13425,6
13426,5
13427,4
13428,3
13429,2
13430,1
13431,0
13435,195
13436,194
13437,193
13438,192
13439,191
13440,190
13441,189
13442,188
13443,187
13444,186
13445,185
13446,184
13447,183
13448,182
13449,181
13450,180
13451,179
13452,178
13453,177
13454,176
13455,175
13456,174
13457,173
13458,172
13459,171
13460,170
13461,169
13462,168
13463,167
13464,166
13465,165
13466,164
13467,163
13468,162
13469,161
13470,160
13471,159
13472,158
13473,157
13474,156
13475,155
13476,154
13477,153
13478,152
13479,151
13480,150
13481,149
13482,148
13483,147
13484,146
13485,145
13486,144
13487,143
13488,142
13489,141
13490,140
13491,139
13492,138
13493,137
13494,136
13495,135
13496,134
13497,133
13498,132
13499,131
13500,130
13501,129
13502,128
13503,127
13504,126
13505,125
13506,124
13507,123
13508,122
13509,121
13510,120
13511,119
13512,118
13513,117
13514,116
13515,115
13516,114
13517,113
13518,112
13519,111
13520,110
13521,109
13522,108
13523,107
13524,106
13525,105
13526,104
13527,103
13528,102
13529,101
13530,100
13531,99
13532,98
13533,97
13534,96
13535,95
13536,94
13537,93
13538,92
13539,91
13540,90
13541,89
13542,88
13543,87
13544,86
13545,85
13546,84
13547,83
13548,82
13549,81
13550,80
13551,79
13552,78
13553,77
13554,76
13555,75
13556,74
13557,73
13558,72
13559,71
13560,70
13561,69
13562,68
13563,67
13564,66
13565,65
13566,64
13567,63
13568,62
13569,61
13570,60
13571,59
13572,58
13573,57
13574,56
13575,55
13576,54
13577,53
13578,52
13579,51
13580,50
13581,49
13582,48
13583,47
13584,46
13585,45
13586,44
13587,43
13588,42
13589,41
13590,40
13591,39
13592,38
13593,37
13594,36
13595,35
13596,34
13597,33
13598,32
13599,31
13600,30
13601,29
13602,28
13603,27
13604,26
13605,25
13606,24
13607,23
13608,22
13609,21
13610,20
13611,19
13612,18
13613,17
13614,16
13615,15
13616,14
13617,13
13618,12
13619,11
13620,10
13621,9
13622,8
13623,7
13624,6
13625,5
13626,4
13627,3
13628,2
13629,1
13630,0
13634,358
13635,357
13636,356
13637,355
13638,354
13639,353
13640,352
13641,351
13642,350
13643,349
13644,348
13645,347
13646,346
13647,345
13648,344
13649,343
13650,342
13651,341
13652,340
13653,339
13654,338
13655,337
13656,336
13657,335
13658,334
13659,333
13660,332
13661,331
13662,330
13663,329
13664,328
13665,327
13666,326
13667,325
13668,324
13669,323
13670,322
13671,321
13672,320
13673,319
13674,318
13675,317
13676,316
13677,315
13678,314
13679,313
13680,312
13681,311
13682,310
13683,309
13684,308
13685,307
13686,306
13687,305
13688,304
13689,303
13690,302
13691,301
13692,300
13693,299
13694,298
13695,297
13696,296
13697,295
13698,294
13699,293
13700,292
13701,291
13702,290
13703,289
13704,288
13705,287
13706,286
13707,285
13708,284
13709,283
13710,282
13711,281
13712,280
13713,279
13714,278
13715,277
13716,276
13717,275
13718,274
13719,273
13720,272
13721,271
13722,270
13723,269
13724,268
13725,267
13726,266
13727,265
13728,264
13729,263
13730,262
13731,261
13732,260
13733,259
13734,258
13735,257
13736,256
13737,255
13738,254
13739,253
13740,252
13741,251
13742,250
13743,249
13744,248
13745,247
13746,246
13747,245
13748,244
13749,243
13750,242
